2023-12-30,0.0
2024-01-03,0.0
2024-01-07,0.0
2024-01-11,0.0
2024-01-15,0.0
2024-01-19,0.0
2024-01-23,0.0
2024-01-27,0.0
2024-01-31,0.0
2024-02-04,0.0
2024-02-08,0.0
2024-02-12,0.0
2024-02-16,0.0
2024-02-20,0.0
2024-02-24,0.0
2024-02-28,0.0
2024-03-03,0.0
2024-03-07,0.0
2024-03-11,0.0
2024-03-15,0.0
2024-03-19,0.0
2024-03-23,0.0
2024-03-28,0.0
2024-03-30,0.0
2024-04-01,0.0
2024-04-03,0.0
2024-04-05,0.0
2024-04-22,0.0
2024-04-24,0.0
2024-04-26,0.0
2024-04-28,0.0
2024-05-01,0.0
2024-05-04,0.0
2024-05-07,0.0
2024-05-09,0.0
2024-05-12,0.0
2024-05-15,0.0
2024-05-18,0.0
2024-05-21,0.0
2024-05-23,0.0
2024-05-26,0.0
2024-05-29,0.0
2024-05-31,0.0
2024-06-03,0.0
2024-06-06,0.0
2024-06-08,0.0
2024-06-10,0.0
2024-06-12,0.0
2024-06-18,0.0
2024-06-23,0.0
2024-06-26,0.0
2024-06-28,0.0
2024-06-30,0.0
2024-07-05,0.0
2023-11-16,0.0
2023-11-18,0.0
2023-11-20,0.0
2023-11-22,0.0
